Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       519.97110       0.0000000      -0.0000000       1.2673260
       520.21220       0.0000000  -5.0000000e-06       1.2673930
       520.45320       0.0000000  -2.0000000e-06       1.2674300
       520.69430       0.0000000  -4.0000000e-06       1.2674950
       520.93530       0.0000000  -2.0000000e-06       1.2675330
       521.17640       0.0000000  -5.0000000e-06       1.2675980
       521.41750       0.0000000  -2.0000000e-06       1.2676410
       521.65850       0.0000000   3.0000000e-06       1.2677010
       521.89960       0.0000000  -3.0000000e-06       1.2677360
       522.14060       0.0000000  -6.0000000e-06       1.2678060
       522.38170       0.0000000  -3.0000000e-06       1.2678500
       522.62270       0.0000000   2.0000000e-06       1.2679110
       522.86380       0.0000000  -3.0000000e-06       1.2679510
       523.10490       0.0000000   3.0000000e-06       1.2680170
       523.34590       0.0000000  -3.0000000e-06       1.2680540
       523.58700       0.0000000   3.0000000e-06       1.2681230
       523.82810       0.0000000  -4.0000000e-06       1.2681550
       524.06920       0.0000000  -7.0000000e-06       1.2682310
       524.31020       0.0000000  -4.0000000e-06       1.2682740
       524.55130       0.0000000   2.0000000e-06       1.2683400
       524.79230       0.0000000  -4.0000000e-06       1.2683780
       525.03340       0.0000000   2.0000000e-06       1.2684490
       525.27440       0.0000000  -4.0000000e-06       1.2684820
       525.51550       0.0000000  -7.0000000e-06       1.2685600
       525.75660       0.0000000  -3.0000000e-06       1.2686020
       525.99760       0.0000000   2.0000000e-06       1.2686690
       526.23870       0.0000000  -4.0000000e-06       1.2687080
       526.47970       0.0000000   2.0000000e-06       1.2687810
       526.72080       0.0000000  -4.0000000e-06       1.2688140
       526.96190       0.0000000  -6.0000000e-06       1.2688940
       527.20290       0.0000000  -3.0000000e-06       1.2689350
       527.44400       0.0000000   3.0000000e-06       1.2690070
       527.68510       0.0000000  -3.0000000e-06       1.2690390
       527.92610       0.0000000  -5.0000000e-06       1.2691200
       528.16720       0.0000000  -3.0000000e-06       1.2691570
       528.40830       0.0000000  -5.0000000e-06       1.2692350
       528.64930       0.0000000  -2.0000000e-06       1.2692740
       528.89040       0.0000000  -5.0000000e-06       1.2693500
       529.13150       0.0000000  -1.0000000e-06       1.2693900
       529.37250       0.0000000  -5.0000000e-06       1.2694610
       529.61360       0.0000000  -1.0000000e-05       1.2695080
       529.85460       0.0000000  -4.0000000e-06       1.2695890
       530.09570       0.0000000       0.0000000       1.2696260
       530.33670       0.0000000  -2.0000000e-06       1.2696970
       530.57780       0.0000000  -9.0000000e-06       1.2697400
       530.81880       0.0000000  -1.1000000e-05       1.2698220
       531.05990       0.0000000  -8.0000000e-06       1.2698700
       531.30100       0.0000000  -2.0000000e-06       1.2699440
       531.54210       0.0000000  -7.0000000e-06       1.2699870
       531.78310       0.0000000      -0.0000000       1.2700660
       532.02420       0.0000000  -7.0000000e-06       1.2701060
       532.26530       0.0000000       0.0000000       1.2701930
       532.50630       0.0000000   3.0000000e-06       1.2702270
       532.74740       0.0000000   2.0000000e-06       1.2703060
       532.98840       0.0000000  -4.0000000e-06       1.2703430
       533.22950       0.0000000  -7.0000000e-06       1.2704330
       533.47060       0.0000000  -2.0000000e-06       1.2704730
       533.71160       0.0000000  -6.0000000e-06       1.2705570
       533.95270       0.0000000  -2.0000000e-06       1.2706010
       534.19370       0.0000000  -4.0000000e-06       1.2706830
       534.43480       0.0000000  -1.0000000e-06       1.2707270
       534.67580       0.0000000  -3.0000000e-06       1.2708090
       534.91690       0.0000000       0.0000000       1.2708540
       535.15800       0.0000000  -2.0000000e-06       1.2709360
       535.39900       0.0000000   2.0000000e-06       1.2709810
       535.64010       0.0000000  -1.0000000e-06       1.2710620
       535.88120       0.0000000   3.0000000e-06       1.2711100
       536.12230       0.0000000   1.0000000e-06       1.2711850
       536.36330       0.0000000  -5.0000000e-06       1.2712380
       536.60440       0.0000000   2.0000000e-06       1.2713210
       536.84550       0.0000000  -3.0000000e-06       1.2713630
       537.08650       0.0000000  -5.0000000e-06       1.2714520
       537.32760       0.0000000  -1.0000000e-06       1.2715010
       537.56860       0.0000000  -3.0000000e-06       1.2715800
       537.80970       0.0000000  -8.0000000e-06       1.2716350
       538.05070       0.0000000  -1.0000000e-06       1.2717190
       538.29180       0.0000000  -7.0000000e-06       1.2717680
       538.53280       0.0000000   1.0000000e-06       1.2718570
       538.77390       0.0000000  -3.0000000e-06       1.2719020
       539.01500       0.0000000   3.0000000e-06       1.2719910
       539.25600       0.0000000  -3.0000000e-06       1.2720310
       539.49710       0.0000000  -4.0000000e-06       1.2721280
       539.73820       0.0000000      -0.0000000       1.2721730
       539.97920       0.0000000  -2.0000000e-06       1.2722600
       540.22030       0.0000000  -7.0000000e-06       1.2723110
       540.46140       0.0000000  -1.0000000e-06       1.2724040
       540.70240       0.0000000  -5.0000000e-06       1.2724470
       540.94350       0.0000000  -6.0000000e-06       1.2725450
       541.18460       0.0000000  -3.0000000e-06       1.2725920
       541.42560       0.0000000  -5.0000000e-06       1.2726830
       541.66670       0.0000000  -9.0000000e-06       1.2727350
       541.90770       0.0000000  -2.0000000e-06       1.2728350
       542.14880       0.0000000   2.0000000e-06       1.2728730
       542.38980       0.0000000  -8.0000000e-06       1.2729680
       542.63090       0.0000000  -5.0000000e-06       1.2730230
       542.87200       0.0000000  -6.0000000e-06       1.2731170
       543.11300       0.0000000  -2.0000000e-06       1.2731700
       543.35410       0.0000000  -3.0000000e-06       1.2732600
       543.59520       0.0000000  -7.0000000e-06       1.2733160
       543.83620       0.0000000  -1.0000000e-06       1.2734110
       544.07730       0.0000000  -6.0000000e-06       1.2734630
       544.31840       0.0000000   2.0000000e-06       1.2735620
       544.55940       0.0000000  -2.0000000e-06       1.2736060
       544.80050       0.0000000  -4.0000000e-06       1.2737110
       545.04160       0.0000000      -0.0000000       1.2737610
       545.28260       0.0000000  -1.0000000e-06       1.2738570
       545.52370       0.0000000  -6.0000000e-06       1.2739110
       545.76470       0.0000000   2.0000000e-06       1.2740150
       546.00580       0.0000000  -3.0000000e-06       1.2740570
       546.24680       0.0000000  -4.0000000e-06       1.2741700
       546.48790       0.0000000   1.0000000e-06       1.2742120
       546.72900       0.0000000  -1.0000000e-05       1.2743230
       546.97000       0.0000000   4.0000000e-06       1.2743750
       547.21110       0.0000000  -6.0000000e-06       1.2744730
       547.45210       0.0000000  -2.0000000e-06       1.2745320
       547.69320       0.0000000  -3.0000000e-06       1.2746360
       547.93430       0.0000000   2.0000000e-06       1.2746870
       548.17540       0.0000000  -7.0000000e-06       1.2747930
       548.41640       0.0000000   5.0000000e-06       1.2748500
       548.65750       0.0000000  -4.0000000e-06       1.2749470
       548.89860       0.0000000      -0.0000000       1.2750120
       549.13960       0.0000000      -0.0000000       1.2751080
       549.38070       0.0000000  -5.0000000e-06       1.2751680
       549.62170       0.0000000  -5.0000000e-06       1.2752760
       549.86280       0.0000000  -1.0000000e-06       1.2753330
       550.10380       0.0000000  -1.0000000e-05       1.2754370
       550.34490       0.0000000  -6.0000000e-06       1.2755080
       550.58600       0.0000000   2.0000000e-06       1.2756080
       550.82700       0.0000000  -2.0000000e-06       1.2756650
       551.06810       0.0000000  -2.0000000e-06       1.2757720
       551.30910       0.0000000  -7.0000000e-06       1.2758310
       551.55020       0.0000000  -7.0000000e-06       1.2759470
       551.79130       0.0000000  -3.0000000e-06       1.2760030
       552.03230       0.0000000  -1.1000000e-05       1.2761150
       552.27340       0.0000000  -6.0000000e-06       1.2761820
       552.51450       0.0000000  -7.0000000e-06       1.2762910
       552.75560       0.0000000  -3.0000000e-06       1.2763570
       552.99660       0.0000000  -2.0000000e-06       1.2764660
       553.23770       0.0000000   2.0000000e-06       1.2765300
       553.47870       0.0000000   2.0000000e-06       1.2766350
       553.71980       0.0000000  -2.0000000e-06       1.2767000
       553.96080       0.0000000  -2.0000000e-06       1.2768110
       554.20190       0.0000000  -6.0000000e-06       1.2768810
       554.44300       0.0000000   2.0000000e-06       1.2769950
       554.68400       0.0000000  -1.0000000e-06       1.2770550
       554.92510       0.0000000  -1.0000000e-06       1.2771710
       555.16610       0.0000000  -5.0000000e-06       1.2772350
       555.40720       0.0000000  -5.0000000e-06       1.2773540
       555.64830       0.0000000  -8.0000000e-06       1.2774200
       555.88930       0.0000000  -8.0000000e-06       1.2775440
       556.13040       0.0000000  -3.0000000e-06       1.2776110
       556.37150       0.0000000  -3.0000000e-06       1.2777260
       556.61250       0.0000000  -7.0000000e-06       1.2777970
       556.85360       0.0000000   2.0000000e-06       1.2779200
       557.09470       0.0000000  -1.0000000e-06       1.2779790
       557.33570       0.0000000  -1.0000000e-06       1.2781070
       557.57680       0.0000000   4.0000000e-06       1.2781690
       557.81780       0.0000000  -4.0000000e-06       1.2782880
       558.05890       0.0000000  -7.0000000e-06       1.2783650
       558.30000       0.0000000   2.0000000e-06       1.2784890
       558.54100       0.0000000  -2.0000000e-06       1.2785490
       558.78210       0.0000000  -1.0000000e-05       1.2786810
       559.02310       0.0000000  -5.0000000e-06       1.2787560
       559.26420       0.0000000  -4.0000000e-06       1.2788790
       559.50520       0.0000000  -7.0000000e-06       1.2789540
       559.74630       0.0000000   1.0000000e-06       1.2790830
       559.98740       0.0000000  -1.0000000e-06       1.2791480
       560.22850       0.0000000  -1.0000000e-06       1.2792790
       560.46950       0.0000000  -4.0000000e-06       1.2793480
       560.71060       0.0000000  -3.0000000e-06       1.2794810
       560.95170       0.0000000  -7.0000000e-06       1.2795520
       561.19270       0.0000000  -5.0000000e-06       1.2796890
       561.43380       0.0000000  -8.0000000e-06       1.2797580
       561.67480       0.0000000  -8.0000000e-06       1.2799010
       561.91590       0.0000000  -2.0000000e-06       1.2799690
       562.15700       0.0000000  -9.0000000e-06       1.2801070
       562.39800       0.0000000  -3.0000000e-06       1.2801850
       562.63910       0.0000000  -2.0000000e-06       1.2803210
       562.88010       0.0000000   3.0000000e-06       1.2803930
       563.12120       0.0000000  -4.0000000e-06       1.2805260
       563.36220       0.0000000  -7.0000000e-06       1.2806080
       563.60330       0.0000000  -6.0000000e-06       1.2807500
       563.84440       0.0000000      -0.0000000       1.2808300
       564.08540       0.0000000   2.0000000e-06       1.2809640
       564.32650       0.0000000  -2.0000000e-06       1.2810430
       564.56760       0.0000000   1.0000000e-06       1.2811850
       564.80870       0.0000000  -2.0000000e-06       1.2812630
       565.04970       0.0000000  -1.0000000e-06       1.2814070
       565.29080       0.0000000  -4.0000000e-06       1.2814870
       565.53180       0.0000000  -1.0000000e-06       1.2816330
       565.77290       0.0000000  -4.0000000e-06       1.2817120
       566.01400       0.0000000  -2.0000000e-06       1.2818610
       566.25500       0.0000000  -5.0000000e-06       1.2819410
